,season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
15976,Fall,9,0,Saturday,0,Okay,0.34,0.303,0.49,0.2985,31,188,219,2012-11-03
15977,Fall,10,0,Saturday,0,Best,0.36,0.3333,0.46,0.3881,68,260,328,2012-11-03
15978,Fall,11,0,Saturday,0,Okay,0.36,0.3333,0.46,0.3881,56,284,340,2012-11-03
15979,Fall,12,0,Saturday,0,Okay,0.36,0.3182,0.46,0.4627,74,320,394,2012-11-03
15980,Fall,13,0,Saturday,0,Okay,0.36,0.3333,0.46,0.3582,110,339,449,2012-11-03
15981,Fall,14,0,Saturday,0,Okay,0.36,0.3333,0.5,0.3284,136,319,455,2012-11-03
15982,Fall,15,0,Saturday,0,Okay,0.36,0.3182,0.46,0.4478,117,331,448,2012-11-03
15983,Fall,16,0,Saturday,0,Okay,0.36,0.3333,0.46,0.3284,108,292,400,2012-11-03
15984,Fall,17,0,Saturday,0,Okay,0.36,0.3333,0.46,0.2985,112,298,410,2012-11-03
15985,Fall,18,0,Saturday,0,Okay,0.36,0.3333,0.46,0.2836,58,239,297,2012-11-03
15986,Fall,19,0,Saturday,0,Best,0.36,0.3485,0.5,0.1642,22,217,239,2012-11-03
15987,Fall,20,0,Saturday,0,Best,0.34,0.3333,0.53,0.1343,23,158,181,2012-11-03
15988,Fall,21,0,Saturday,0,Best,0.34,0.3485,0.53,0.1045,31,135,166,2012-11-03
15989,Fall,22,0,Saturday,0,Best,0.32,0.3333,0.57,0.1045,13,133,146,2012-11-03
15990,Fall,23,0,Saturday,0,Best,0.32,0.3333,0.57,0.1045,15,133,148,2012-11-03
15991,Fall,0,0,Sunday,0,Best,0.3,0.3182,0.61,0.1045,5,97,102,2012-11-04
15992,Fall,1,0,Sunday,0,Best,0.26,0.2879,0.81,0.0896,26,139,165,2012-11-04
15993,Fall,2,0,Sunday,0,Best,0.3,0.3333,0.65,0.0,6,31,37,2012-11-04
15994,Fall,3,0,Sunday,0,Best,0.28,0.2879,0.61,0.1045,1,10,11,2012-11-04
15995,Fall,4,0,Sunday,0,Best,0.26,0.2727,0.65,0.1343,2,7,9,2012-11-04
15996,Fall,5,0,Sunday,0,Best,0.26,0.2727,0.65,0.1045,0,5,5,2012-11-04
15997,Fall,6,0,Sunday,0,Best,0.28,0.2879,0.61,0.1343,2,14,16,2012-11-04
15998,Fall,7,0,Sunday,0,Best,0.26,0.2727,0.65,0.1045,11,39,50,2012-11-04
15999,Fall,8,0,Sunday,0,Best,0.3,0.303,0.56,0.1343,34,115,149,2012-11-04
16000,Fall,9,0,Sunday,0,Best,0.32,0.3333,0.53,0.0,56,161,217,2012-11-04
16001,Fall,10,0,Sunday,0,Best,0.34,0.3333,0.49,0.194,73,287,360,2012-11-04
16002,Fall,11,0,Sunday,0,Best,0.38,0.3939,0.46,0.2239,134,311,445,2012-11-04
16003,Fall,12,0,Sunday,0,Best,0.38,0.3939,0.46,0.2239,150,354,504,2012-11-04
16004,Fall,13,0,Sunday,0,Best,0.4,0.4091,0.43,0.2239,122,371,493,2012-11-04
16005,Fall,14,0,Sunday,0,Best,0.4,0.4091,0.4,0.194,149,360,509,2012-11-04
16006,Fall,15,0,Sunday,0,Best,0.4,0.4091,0.4,0.2239,149,300,449,2012-11-04
16007,Fall,16,0,Sunday,0,Best,0.4,0.4091,0.4,0.3284,119,316,435,2012-11-04
16008,Fall,17,0,Sunday,0,Best,0.36,0.3485,0.43,0.194,57,270,327,2012-11-04
16009,Fall,18,0,Sunday,0,Best,0.36,0.3485,0.43,0.2239,31,206,237,2012-11-04
16010,Fall,19,0,Sunday,0,Best,0.36,0.3333,0.43,0.2537,24,203,227,2012-11-04
16011,Fall,20,0,Sunday,0,Best,0.32,0.2879,0.53,0.3582,7,134,141,2012-11-04
16012,Fall,21,0,Sunday,0,Best,0.3,0.2727,0.52,0.2985,16,71,87,2012-11-04
16013,Fall,22,0,Sunday,0,Best,0.3,0.2879,0.52,0.2836,15,64,79,2012-11-04
16014,Fall,23,0,Sunday,0,Okay,0.3,0.303,0.56,0.1642,12,41,53,2012-11-04
16015,Fall,0,0,Monday,1,Okay,0.3,0.2879,0.56,0.194,3,20,23,2012-11-05
16016,Fall,1,0,Monday,1,Okay,0.3,0.303,0.56,0.1642,0,8,8,2012-11-05
16017,Fall,2,0,Monday,1,Okay,0.3,0.303,0.56,0.1642,2,4,6,2012-11-05
16018,Fall,3,0,Monday,1,Okay,0.3,0.2879,0.56,0.2239,1,3,4,2012-11-05
16019,Fall,4,0,Monday,1,Okay,0.3,0.2879,0.52,0.2537,5,11,16,2012-11-05
16020,Fall,5,0,Monday,1,Okay,0.3,0.2727,0.52,0.3284,1,38,39,2012-11-05
16021,Fall,6,0,Monday,1,Okay,0.3,0.2879,0.49,0.2836,4,135,139,2012-11-05
16022,Fall,7,0,Monday,1,Okay,0.3,0.2879,0.49,0.2537,8,453,461,2012-11-05
16023,Fall,8,0,Monday,1,Okay,0.3,0.2879,0.49,0.2239,19,629,648,2012-11-05
16024,Fall,9,0,Monday,1,Okay,0.3,0.2879,0.52,0.2836,18,239,257,2012-11-05
16025,Fall,10,0,Monday,1,Best,0.32,0.303,0.49,0.2836,30,112,142,2012-11-05
16026,Fall,11,0,Monday,1,Best,0.34,0.3182,0.46,0.2239,31,119,150,2012-11-05
16027,Fall,12,0,Monday,1,Best,0.36,0.3333,0.43,0.3284,38,206,244,2012-11-05
16028,Fall,13,0,Monday,1,Best,0.36,0.3333,0.4,0.2537,39,183,222,2012-11-05
16029,Fall,14,0,Monday,1,Best,0.38,0.3939,0.4,0.1642,31,165,196,2012-11-05
16030,Fall,15,0,Monday,1,Best,0.38,0.3939,0.4,0.2836,24,207,231,2012-11-05
16031,Fall,16,0,Monday,1,Best,0.36,0.3333,0.43,0.2836,35,325,360,2012-11-05
16032,Fall,17,0,Monday,1,Best,0.34,0.3182,0.46,0.2239,34,604,638,2012-11-05
16033,Fall,18,0,Monday,1,Best,0.34,0.3182,0.46,0.2239,19,523,542,2012-11-05
16034,Fall,19,0,Monday,1,Best,0.32,0.3182,0.49,0.1642,11,361,372,2012-11-05
16035,Fall,20,0,Monday,1,Best,0.32,0.303,0.49,0.2537,13,228,241,2012-11-05
16036,Fall,21,0,Monday,1,Best,0.3,0.2879,0.52,0.2836,8,144,152,2012-11-05
16037,Fall,22,0,Monday,1,Best,0.28,0.2727,0.56,0.194,4,111,115,2012-11-05
16038,Fall,23,0,Monday,1,Best,0.26,0.2727,0.6,0.1343,0,53,53,2012-11-05
16039,Fall,0,0,Tuesday,1,Best,0.24,0.2576,0.6,0.1045,1,18,19,2012-11-06
16040,Fall,1,0,Tuesday,1,Best,0.24,0.2424,0.6,0.1642,0,8,8,2012-11-06
16041,Fall,2,0,Tuesday,1,Best,0.24,0.2576,0.65,0.0896,0,2,2,2012-11-06
16042,Fall,3,0,Tuesday,1,Best,0.22,0.2424,0.64,0.1045,0,4,4,2012-11-06
16043,Fall,4,0,Tuesday,1,Best,0.22,0.2576,0.69,0.0896,0,7,7,2012-11-06
16044,Fall,5,0,Tuesday,1,Okay,0.22,0.2273,0.64,0.194,1,40,41,2012-11-06
16045,Fall,6,0,Tuesday,1,Best,0.22,0.2273,0.69,0.1343,6,143,149,2012-11-06
16046,Fall,7,0,Tuesday,1,Best,0.2,0.2121,0.69,0.1642,9,378,387,2012-11-06
16047,Fall,8,0,Tuesday,1,Best,0.22,0.2273,0.69,0.1642,20,568,588,2012-11-06
16048,Fall,9,0,Tuesday,1,Best,0.26,0.2576,0.6,0.1642,25,338,363,2012-11-06
16049,Fall,10,0,Tuesday,1,Best,0.3,0.2879,0.49,0.194,41,189,230,2012-11-06
16050,Fall,11,0,Tuesday,1,Best,0.32,0.3333,0.45,0.1343,39,177,216,2012-11-06
16051,Fall,12,0,Tuesday,1,Best,0.32,0.3333,0.45,0.1343,31,217,248,2012-11-06
16052,Fall,13,0,Tuesday,1,Best,0.34,0.3333,0.46,0.1343,46,232,278,2012-11-06
16053,Fall,14,0,Tuesday,1,Best,0.36,0.3636,0.4,0.1045,44,196,240,2012-11-06
16054,Fall,15,0,Tuesday,1,Best,0.34,0.3182,0.46,0.2537,45,227,272,2012-11-06
16055,Fall,16,0,Tuesday,1,Best,0.34,0.3333,0.46,0.1642,33,369,402,2012-11-06
16056,Fall,17,0,Tuesday,1,Best,0.32,0.303,0.53,0.2239,30,597,627,2012-11-06
16057,Fall,18,0,Tuesday,1,Best,0.32,0.303,0.57,0.2985,20,477,497,2012-11-06
16058,Fall,19,0,Tuesday,1,Best,0.3,0.2879,0.56,0.2239,15,356,371,2012-11-06
16059,Fall,20,0,Tuesday,1,Best,0.3,0.2879,0.61,0.2239,10,218,228,2012-11-06
16060,Fall,21,0,Tuesday,1,Okay,0.3,0.2879,0.56,0.2537,14,137,151,2012-11-06
16061,Fall,22,0,Tuesday,1,Okay,0.3,0.2879,0.56,0.2239,17,136,153,2012-11-06
16062,Fall,23,0,Tuesday,1,Best,0.3,0.2879,0.56,0.2239,19,186,205,2012-11-06
16063,Fall,0,0,Wednesday,1,Okay,0.3,0.2879,0.56,0.2836,49,234,283,2012-11-07
16064,Fall,1,0,Wednesday,1,Okay,0.28,0.2727,0.61,0.2537,6,86,92,2012-11-07
16065,Fall,2,0,Wednesday,1,Okay,0.28,0.2576,0.56,0.2985,6,68,74,2012-11-07
16066,Fall,3,0,Wednesday,1,Okay,0.28,0.2576,0.52,0.3284,2,9,11,2012-11-07
16067,Fall,4,0,Wednesday,1,Okay,0.28,0.2576,0.52,0.2985,0,9,9,2012-11-07
16068,Fall,5,0,Wednesday,1,Okay,0.28,0.2576,0.52,0.3284,0,27,27,2012-11-07
16069,Fall,6,0,Wednesday,1,Okay,0.26,0.2424,0.56,0.2836,3,115,118,2012-11-07
16070,Fall,7,0,Wednesday,1,Okay,0.26,0.2273,0.56,0.2985,5,314,319,2012-11-07
16071,Fall,8,0,Wednesday,1,Okay,0.26,0.2424,0.6,0.2836,18,583,601,2012-11-07
16072,Fall,9,0,Wednesday,1,Okay,0.26,0.2424,0.6,0.2836,17,351,368,2012-11-07
16073,Fall,10,0,Wednesday,1,Okay,0.28,0.2576,0.56,0.2985,27,151,178,2012-11-07
16074,Fall,11,0,Wednesday,1,Okay,0.32,0.2879,0.51,0.3582,15,132,147,2012-11-07
16075,Fall,12,0,Wednesday,1,Okay,0.32,0.303,0.53,0.2836,24,188,212,2012-11-07
16076,Fall,13,0,Wednesday,1,Okay,0.32,0.303,0.53,0.2537,23,158,181,2012-11-07
16077,Fall,14,0,Wednesday,1,Okay,0.32,0.2879,0.53,0.3582,19,142,161,2012-11-07
16078,Fall,15,0,Wednesday,1,Okay,0.32,0.303,0.53,0.2985,20,178,198,2012-11-07
16079,Fall,16,0,Wednesday,1,Okay,0.32,0.2879,0.53,0.3582,23,250,273,2012-11-07
16080,Fall,17,0,Wednesday,1,Okay,0.32,0.2879,0.53,0.3881,16,501,517,2012-11-07
16081,Fall,18,0,Wednesday,1,Okay,0.32,0.2879,0.53,0.3582,17,448,465,2012-11-07
16082,Fall,19,0,Wednesday,1,Okay,0.3,0.2727,0.56,0.2985,17,302,319,2012-11-07
16083,Fall,20,0,Wednesday,1,Okay,0.32,0.303,0.49,0.3284,7,249,256,2012-11-07
16084,Fall,21,0,Wednesday,1,Okay,0.32,0.303,0.49,0.2985,5,121,126,2012-11-07
16085,Fall,22,0,Wednesday,1,Bad,0.3,0.2879,0.56,0.2537,4,56,60,2012-11-07
16086,Fall,23,0,Wednesday,1,Bad,0.28,0.2727,0.65,0.2239,3,37,40,2012-11-07
16087,Fall,0,0,Thursday,1,Bad,0.28,0.2727,0.61,0.2239,1,14,15,2012-11-08
16088,Fall,1,0,Thursday,1,Bad,0.3,0.2727,0.52,0.3582,1,11,12,2012-11-08
16089,Fall,2,0,Thursday,1,Okay,0.3,0.2879,0.49,0.2239,1,5,6,2012-11-08
16090,Fall,4,0,Thursday,1,Okay,0.3,0.2879,0.45,0.2836,1,9,10,2012-11-08
16091,Fall,5,0,Thursday,1,Okay,0.3,0.2879,0.42,0.2239,0,35,35,2012-11-08
16092,Fall,6,0,Thursday,1,Best,0.3,0.2879,0.39,0.2239,2,122,124,2012-11-08
16093,Fall,7,0,Thursday,1,Best,0.28,0.2576,0.36,0.3881,12,411,423,2012-11-08
16094,Fall,8,0,Thursday,1,Best,0.3,0.2879,0.33,0.2836,16,652,668,2012-11-08
16095,Fall,9,0,Thursday,1,Best,0.32,0.2879,0.31,0.3582,22,253,275,2012-11-08
16096,Fall,10,0,Thursday,1,Best,0.32,0.303,0.31,0.3284,13,148,161,2012-11-08
16097,Fall,11,0,Thursday,1,Best,0.36,0.3333,0.29,0.3881,16,155,171,2012-11-08
16098,Fall,12,0,Thursday,1,Best,0.4,0.4091,0.24,0.4925,33,202,235,2012-11-08
16099,Fall,13,0,Thursday,1,Best,0.44,0.4394,0.18,0.4179,33,195,228,2012-11-08
16100,Fall,14,0,Thursday,1,Best,0.44,0.4394,0.18,0.4179,33,149,182,2012-11-08
16101,Fall,15,0,Thursday,1,Best,0.44,0.4394,0.18,0.4179,32,201,233,2012-11-08
16102,Fall,16,0,Thursday,1,Best,0.42,0.4242,0.16,0.3881,18,321,339,2012-11-08
16103,Fall,17,0,Thursday,1,Best,0.4,0.4091,0.2,0.2985,36,556,592,2012-11-08
16104,Fall,18,0,Thursday,1,Best,0.4,0.4091,0.24,0.4179,16,491,507,2012-11-08
16105,Fall,19,0,Thursday,1,Best,0.38,0.3939,0.27,0.3582,14,359,373,2012-11-08
16106,Fall,20,0,Thursday,1,Best,0.38,0.3939,0.29,0.4627,10,235,245,2012-11-08
16107,Fall,21,0,Thursday,1,Best,0.36,0.3333,0.37,0.3881,11,222,233,2012-11-08
16108,Fall,22,0,Thursday,1,Best,0.34,0.303,0.42,0.2985,14,147,161,2012-11-08
16109,Fall,23,0,Thursday,1,Best,0.34,0.303,0.46,0.3582,5,82,87,2012-11-08
16110,Fall,0,0,Friday,1,Best,0.34,0.303,0.49,0.3284,9,46,55,2012-11-09
16111,Fall,1,0,Friday,1,Best,0.32,0.303,0.53,0.2836,3,17,20,2012-11-09
16112,Fall,2,0,Friday,1,Best,0.32,0.303,0.53,0.2537,1,11,12,2012-11-09
16113,Fall,3,0,Friday,1,Best,0.32,0.2879,0.53,0.4179,3,6,9,2012-11-09
16114,Fall,4,0,Friday,1,Best,0.32,0.2879,0.53,0.3582,0,14,14,2012-11-09
16115,Fall,5,0,Friday,1,Best,0.3,0.2879,0.56,0.194,2,25,27,2012-11-09
16116,Fall,6,0,Friday,1,Best,0.26,0.2727,0.65,0.1045,5,126,131,2012-11-09
16117,Fall,7,0,Friday,1,Best,0.26,0.2727,0.65,0.1343,9,332,341,2012-11-09
16118,Fall,8,0,Friday,1,Best,0.32,0.3182,0.57,0.1642,25,668,693,2012-11-09
16119,Fall,9,0,Friday,1,Best,0.34,0.303,0.53,0.4179,23,304,327,2012-11-09
16120,Fall,10,0,Friday,1,Best,0.36,0.3333,0.5,0.3284,34,163,197,2012-11-09
16121,Fall,11,0,Friday,1,Best,0.4,0.4091,0.47,0.2985,66,185,251,2012-11-09
16122,Fall,12,0,Friday,1,Best,0.44,0.4394,0.41,0.3284,48,214,262,2012-11-09
16123,Fall,13,0,Friday,1,Best,0.46,0.4545,0.38,0.2985,62,237,299,2012-11-09
16124,Fall,14,0,Friday,1,Best,0.46,0.4545,0.38,0.194,67,207,274,2012-11-09
16125,Fall,15,0,Friday,1,Best,0.46,0.4545,0.36,0.2239,78,278,356,2012-11-09
16126,Fall,16,0,Friday,1,Best,0.46,0.4545,0.38,0.1642,57,377,434,2012-11-09
16127,Fall,17,0,Friday,1,Best,0.42,0.4242,0.44,0.1343,61,593,654,2012-11-09
16128,Fall,18,0,Friday,1,Best,0.42,0.4242,0.44,0.1045,46,450,496,2012-11-09
16129,Fall,19,0,Friday,1,Best,0.34,0.3485,0.71,0.0896,30,331,361,2012-11-09
16130,Fall,20,0,Friday,1,Best,0.36,0.3485,0.66,0.1343,20,235,255,2012-11-09
16131,Fall,21,0,Friday,1,Best,0.34,0.3636,0.76,0.0,23,176,199,2012-11-09
16132,Fall,22,0,Friday,1,Best,0.34,0.3485,0.71,0.1045,17,146,163,2012-11-09
16133,Fall,23,0,Friday,1,Best,0.32,0.3333,0.81,0.0896,20,142,162,2012-11-09
16134,Fall,0,0,Saturday,0,Best,0.32,0.3333,0.76,0.0896,16,106,122,2012-11-10
16135,Fall,1,0,Saturday,0,Best,0.3,0.3182,0.81,0.0896,8,68,76,2012-11-10
16136,Fall,2,0,Saturday,0,Best,0.32,0.3485,0.81,0.0,2,42,44,2012-11-10
16137,Fall,3,0,Saturday,0,Best,0.3,0.3333,0.81,0.0,9,11,20,2012-11-10
16138,Fall,4,0,Saturday,0,Best,0.26,0.2727,0.87,0.1045,2,4,6,2012-11-10
16139,Fall,5,0,Saturday,0,Best,0.28,0.3182,0.87,0.0,1,9,10,2012-11-10
16140,Fall,6,0,Saturday,0,Best,0.24,0.2576,0.93,0.0896,5,11,16,2012-11-10
16141,Fall,7,0,Saturday,0,Best,0.26,0.2727,0.87,0.1045,14,57,71,2012-11-10
16142,Fall,8,0,Saturday,0,Best,0.32,0.3485,0.76,0.0,16,130,146,2012-11-10
16143,Fall,9,0,Saturday,0,Best,0.36,0.3485,0.66,0.194,43,216,259,2012-11-10
16144,Fall,10,0,Saturday,0,Best,0.4,0.4091,0.58,0.0,86,264,350,2012-11-10
16145,Fall,11,0,Saturday,0,Best,0.4,0.4091,0.58,0.1045,143,323,466,2012-11-10
16146,Fall,12,0,Saturday,0,Best,0.48,0.4697,0.48,0.0,258,348,606,2012-11-10
16147,Fall,13,0,Saturday,0,Best,0.52,0.5,0.39,0.0,268,383,651,2012-11-10
16148,Fall,14,0,Saturday,0,Best,0.54,0.5152,0.37,0.0,280,347,627,2012-11-10
16149,Fall,15,0,Saturday,0,Best,0.52,0.5,0.45,0.0,216,351,567,2012-11-10
16150,Fall,16,0,Saturday,0,Best,0.54,0.5152,0.37,0.0,227,378,605,2012-11-10
16151,Fall,17,0,Saturday,0,Best,0.5,0.4848,0.45,0.194,183,318,501,2012-11-10
16152,Fall,18,0,Saturday,0,Best,0.44,0.4394,0.54,0.1343,103,256,359,2012-11-10
16153,Fall,19,0,Saturday,0,Best,0.46,0.4545,0.51,0.0896,55,228,283,2012-11-10
16154,Fall,20,0,Saturday,0,Best,0.44,0.4394,0.54,0.0,39,153,192,2012-11-10
16155,Fall,21,0,Saturday,0,Best,0.4,0.4091,0.66,0.0,51,169,220,2012-11-10
16156,Fall,22,0,Saturday,0,Best,0.38,0.3939,0.71,0.0896,39,154,193,2012-11-10
16157,Fall,23,0,Saturday,0,Best,0.36,0.3636,0.71,0.1045,26,120,146,2012-11-10
16158,Fall,0,0,Sunday,0,Best,0.34,0.3485,0.81,0.0896,14,110,124,2012-11-11
16159,Fall,1,0,Sunday,0,Best,0.34,0.3485,0.76,0.0896,26,82,108,2012-11-11
16160,Fall,2,0,Sunday,0,Best,0.32,0.3333,0.87,0.1045,12,58,70,2012-11-11
16161,Fall,3,0,Sunday,0,Best,0.34,0.3636,0.81,0.0,9,39,48,2012-11-11
16162,Fall,4,0,Sunday,0,Best,0.32,0.3333,0.81,0.1045,5,6,11,2012-11-11
16163,Fall,5,0,Sunday,0,Best,0.3,0.303,0.87,0.1343,0,12,12,2012-11-11
16164,Fall,6,0,Sunday,0,Best,0.3,0.3182,0.87,0.0896,3,16,19,2012-11-11
16165,Fall,7,0,Sunday,0,Best,0.3,0.3182,0.89,0.0896,12,56,68,2012-11-11
16166,Fall,8,0,Sunday,0,Best,0.32,0.3333,0.87,0.1045,32,87,119,2012-11-11
16167,Fall,9,0,Sunday,0,Best,0.36,0.3788,0.77,0.0,94,179,273,2012-11-11
16168,Fall,10,0,Sunday,0,Best,0.4,0.4091,0.69,0.1045,133,272,405,2012-11-11
16169,Fall,11,0,Sunday,0,Best,0.46,0.4545,0.59,0.1343,180,324,504,2012-11-11
16170,Fall,12,0,Sunday,0,Best,0.5,0.4848,0.48,0.0896,195,390,585,2012-11-11
16171,Fall,13,0,Sunday,0,Best,0.54,0.5152,0.45,0.1045,262,424,686,2012-11-11
16172,Fall,14,0,Sunday,0,Best,0.6,0.6212,0.33,0.1642,292,362,654,2012-11-11
16173,Fall,15,0,Sunday,0,Best,0.56,0.5303,0.37,0.2239,304,420,724,2012-11-11
16174,Fall,16,0,Sunday,0,Best,0.54,0.5152,0.42,0.2239,260,393,653,2012-11-11
16175,Fall,17,0,Sunday,0,Best,0.54,0.5152,0.45,0.1642,151,342,493,2012-11-11
16176,Fall,18,0,Sunday,0,Best,0.52,0.5,0.45,0.1343,102,303,405,2012-11-11
16177,Fall,19,0,Sunday,0,Best,0.48,0.4697,0.55,0.1343,69,208,277,2012-11-11
16178,Fall,20,0,Sunday,0,Best,0.44,0.4394,0.62,0.1642,54,146,200,2012-11-11
16179,Fall,21,0,Sunday,0,Best,0.44,0.4394,0.67,0.2239,44,127,171,2012-11-11
16180,Fall,22,0,Sunday,0,Best,0.42,0.4242,0.71,0.194,21,113,134,2012-11-11
16181,Fall,23,0,Sunday,0,Best,0.42,0.4242,0.71,0.194,16,93,109,2012-11-11
16182,Fall,0,1,Monday,0,Best,0.42,0.4242,0.71,0.1045,6,43,49,2012-11-12
16183,Fall,1,1,Monday,0,Best,0.4,0.4091,0.76,0.1642,4,26,30,2012-11-12
16184,Fall,2,1,Monday,0,Best,0.4,0.4091,0.76,0.1343,6,14,20,2012-11-12
16185,Fall,3,1,Monday,0,Best,0.4,0.4091,0.76,0.1343,1,3,4,2012-11-12
16186,Fall,4,1,Monday,0,Best,0.4,0.4091,0.76,0.0896,1,3,4,2012-11-12
16187,Fall,5,1,Monday,0,Best,0.38,0.3939,0.87,0.0,1,23,24,2012-11-12
16188,Fall,6,1,Monday,0,Best,0.38,0.3939,0.87,0.1045,7,64,71,2012-11-12
16189,Fall,7,1,Monday,0,Best,0.4,0.4091,0.87,0.0,16,248,264,2012-11-12
16190,Fall,8,1,Monday,0,Best,0.42,0.4242,0.82,0.1642,50,490,540,2012-11-12
16191,Fall,9,1,Monday,0,Best,0.44,0.4394,0.88,0.1045,60,337,397,2012-11-12
16192,Fall,10,1,Monday,0,Best,0.48,0.4697,0.77,0.1642,82,184,266,2012-11-12
16193,Fall,11,1,Monday,0,Best,0.52,0.5,0.72,0.1642,112,255,367,2012-11-12
16194,Fall,12,1,Monday,0,Best,0.56,0.5303,0.64,0.2239,105,314,419,2012-11-12
16195,Fall,13,1,Monday,0,Best,0.6,0.6061,0.6,0.2239,108,312,420,2012-11-12
16196,Fall,14,1,Monday,0,Best,0.58,0.5455,0.6,0.2836,134,310,444,2012-11-12
16197,Fall,15,1,Monday,0,Best,0.56,0.5303,0.64,0.2537,102,280,382,2012-11-12
16198,Fall,16,1,Monday,0,Best,0.56,0.5303,0.64,0.1642,87,347,434,2012-11-12
16199,Fall,17,1,Monday,0,Best,0.56,0.5303,0.64,0.2836,66,530,596,2012-11-12
16200,Fall,18,1,Monday,0,Best,0.52,0.5,0.72,0.1343,65,486,551,2012-11-12
16201,Fall,19,1,Monday,0,Best,0.54,0.5152,0.73,0.2836,30,323,353,2012-11-12
16202,Fall,20,1,Monday,0,Okay,0.52,0.5,0.77,0.2836,31,273,304,2012-11-12
16203,Fall,21,1,Monday,0,Bad,0.54,0.5152,0.73,0.2239,10,145,155,2012-11-12
16204,Fall,22,1,Monday,0,Best,0.52,0.5,0.77,0.2537,12,100,112,2012-11-12
16205,Fall,23,1,Monday,0,Okay,0.54,0.5152,0.77,0.2239,1,62,63,2012-11-12
16206,Fall,0,0,Tuesday,1,Okay,0.52,0.5,0.83,0.2836,5,18,23,2012-11-13
16207,Fall,1,0,Tuesday,1,Bad,0.44,0.4394,0.88,0.6418,0,5,5,2012-11-13
16208,Fall,2,0,Tuesday,1,Bad,0.36,0.3182,0.87,0.4478,7,4,11,2012-11-13
16209,Fall,3,0,Tuesday,1,Bad,0.36,0.3333,0.87,0.3582,2,3,5,2012-11-13
16210,Fall,4,0,Tuesday,1,Okay,0.36,0.3333,0.81,0.3881,0,9,9,2012-11-13
16211,Fall,5,0,Tuesday,1,Okay,0.34,0.3182,0.87,0.2836,0,18,18,2012-11-13
16212,Fall,6,0,Tuesday,1,Bad,0.32,0.2879,0.81,0.4627,2,48,50,2012-11-13
16213,Fall,7,0,Tuesday,1,Bad,0.32,0.303,0.87,0.2537,1,106,107,2012-11-13
16214,Fall,8,0,Tuesday,1,Bad,0.32,0.303,0.87,0.2537,4,207,211,2012-11-13
16215,Fall,9,0,Tuesday,1,Bad,0.32,0.303,0.81,0.3284,1,109,110,2012-11-13
16216,Fall,10,0,Tuesday,1,Bad,0.3,0.2727,0.75,0.3881,10,84,94,2012-11-13
16217,Fall,11,0,Tuesday,1,Best,0.32,0.303,0.7,0.2537,22,133,155,2012-11-13
16218,Fall,12,0,Tuesday,1,Best,0.34,0.3182,0.61,0.2836,16,180,196,2012-11-13
16219,Fall,13,0,Tuesday,1,Best,0.34,0.3182,0.53,0.2537,30,188,218,2012-11-13
16220,Fall,14,0,Tuesday,1,Best,0.38,0.3939,0.46,0.3881,34,169,203,2012-11-13
16221,Fall,15,0,Tuesday,1,Best,0.4,0.4091,0.4,0.2985,33,184,217,2012-11-13
16222,Fall,16,0,Tuesday,1,Best,0.38,0.3939,0.4,0.2985,28,282,310,2012-11-13
16223,Fall,17,0,Tuesday,1,Best,0.34,0.303,0.49,0.3582,33,575,608,2012-11-13
16224,Fall,18,0,Tuesday,1,Best,0.34,0.3182,0.49,0.2836,45,514,559,2012-11-13
16225,Fall,19,0,Tuesday,1,Best,0.32,0.2879,0.49,0.3582,12,344,356,2012-11-13
16226,Fall,20,0,Tuesday,1,Best,0.3,0.2727,0.49,0.3582,12,211,223,2012-11-13
16227,Fall,21,0,Tuesday,1,Best,0.3,0.2727,0.49,0.3582,9,178,187,2012-11-13
16228,Fall,22,0,Tuesday,1,Best,0.26,0.2273,0.56,0.3284,15,120,135,2012-11-13
16229,Fall,23,0,Tuesday,1,Best,0.26,0.2273,0.56,0.2985,6,78,84,2012-11-13
16230,Fall,0,0,Wednesday,1,Best,0.26,0.2424,0.56,0.2836,4,20,24,2012-11-14
16231,Fall,1,0,Wednesday,1,Best,0.24,0.2121,0.6,0.2985,2,10,12,2012-11-14
16232,Fall,2,0,Wednesday,1,Best,0.24,0.2121,0.6,0.2985,0,1,1,2012-11-14
16233,Fall,3,0,Wednesday,1,Best,0.24,0.2273,0.65,0.2239,0,5,5,2012-11-14
16234,Fall,4,0,Wednesday,1,Best,0.22,0.2273,0.69,0.194,0,6,6,2012-11-14
16235,Fall,5,0,Wednesday,1,Best,0.22,0.2273,0.69,0.194,0,39,39,2012-11-14
16236,Fall,6,0,Wednesday,1,Best,0.24,0.2273,0.65,0.194,4,142,146,2012-11-14
16237,Fall,7,0,Wednesday,1,Best,0.24,0.2121,0.65,0.2836,10,405,415,2012-11-14
16238,Fall,8,0,Wednesday,1,Best,0.28,0.2576,0.56,0.2985,27,664,691,2012-11-14
16239,Fall,9,0,Wednesday,1,Best,0.3,0.2727,0.52,0.3881,22,310,332,2012-11-14
16240,Fall,10,0,Wednesday,1,Best,0.32,0.2879,0.45,0.3582,18,153,171,2012-11-14
16241,Fall,11,0,Wednesday,1,Best,0.32,0.303,0.49,0.2537,25,126,151,2012-11-14
16242,Fall,12,0,Wednesday,1,Best,0.34,0.3333,0.46,0.0,40,200,240,2012-11-14
16243,Fall,13,0,Wednesday,1,Best,0.36,0.3333,0.43,0.2537,32,182,214,2012-11-14
